#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-908EB36647D4949-341F969F3882AE22
#datatype	hitsFull Results
#status	0
#Start time	2020-03-13T13:07:40	Run time	0:00:01:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	223541	101	357	9.07115e-40	148.621	cl33892	HflB superfamily	NC	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	214386	109	321	3.23771e-38	144.422	CHL00176	ftsH	NC	cl33336
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	214386	109	321	3.23771e-38	144.422	cl33336	ftsH superfamily	NC	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	200312	97	291	2.00654e-37	141	TIGR03689	pup_AAA	NC	cl33261
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	200312	97	291	2.00654e-37	141	cl33261	pup_AAA superfamily	NC	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	224144	77	360	2.86326e-32	124.154	COG1223	COG1223	N	cl34192
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	224144	77	360	2.86326e-32	124.154	cl34192	COG1223 superfamily	N	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	223540	130	349	3.88922e-32	126.092	COG0464	SpoVK	C	cl33891
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	177094	107	359	1.35761e-23	101.635	CHL00195	ycf46	N	cl31783
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	177094	107	359	1.35761e-23	101.635	cl31783	ycf46 superfamily	N	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	specific	99707	146	281	2.30277e-23	94.5203	cd00009	AAA	 - 	cl21455
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	354812	146	281	2.30277e-23	94.5203	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	specific	214640	146	283	1.01359e-15	73.5617	smart00382	AAA	 - 	cl30760
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	357636	146	283	1.01359e-15	73.5617	cl30760	AAA superfamily	 - 	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	223786	146	283	2.31352e-08	54.749	COG0714	MoxR	C	cl34016
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	223786	146	283	2.31352e-08	54.749	cl34016	MoxR superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	188437	26	286	4.18011e-08	54.8507	TIGR03922	T7SS_EccA	N	cl33216
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	188437	26	286	4.18011e-08	54.8507	cl33216	T7SS_EccA superfamily	N	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	237355	149	219	1.53991e-07	52.7796	PRK13342	PRK13342	C	cl36234
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	237355	149	219	1.53991e-07	52.7796	cl36234	PRK13342 superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	236153	75	204	7.88293e-07	49.6341	PRK08116	PRK08116	C	cl30760
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	225165	149	219	1.67073e-06	49.5402	COG2256	RarA	C	cl34445
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	225165	149	219	1.67073e-06	49.5402	cl34445	RarA superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	236353	56	177	6.299e-06	47.1695	PRK08939	PRK08939	NC	cl35750
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	236353	56	177	6.299e-06	47.1695	cl35750	PRK08939 superfamily	NC	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	336785	148	273	8.2137e-06	44.5787	pfam07728	AAA_5	 - 	cl38244
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	336785	148	273	8.2137e-06	44.5787	cl38244	AAA_5 superfamily	 - 	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	235250	150	290	8.57068e-06	47.2228	PRK04195	PRK04195	C	cl35251
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	235250	150	290	8.57068e-06	47.2228	cl35251	PRK04195 superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	237354	147	219	1.31606e-05	46.9718	PRK13341	PRK13341	C	cl36233
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	237354	147	219	1.31606e-05	46.9718	cl36233	PRK13341 superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	224401	132	214	2.84674e-05	44.7034	COG1484	DnaC	NC	cl30760
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	225164	87	219	0.000160529	42.9293	COG2255	RuvB	C	cl34444
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	225164	87	219	0.000160529	42.9293	cl34444	RuvB superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	273047	60	237	0.00017751	43.2174	TIGR00382	clpX	C	cl36630
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	273047	60	237	0.00017751	43.2174	cl36630	clpX superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	338625	146	254	0.00018245	41.3628	pfam13191	AAA_16	 - 	cl38393
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	338625	146	254	0.00018245	41.3628	cl38393	AAA_16 superfamily	 - 	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	129721	149	219	0.000524297	41.1314	TIGR00635	ruvB	C	cl31021
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	129721	149	219	0.000524297	41.1314	cl31021	ruvB superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	315964	147	220	0.000978156	38.4602	pfam13401	AAA_22	C	cl37859
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	315964	147	220	0.000978156	38.4602	cl37859	AAA_22 superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	222866	149	181	0.0019138	39.5878	PHA02544	44	C	cl33683
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	222866	149	181	0.0019138	39.5878	cl33683	44 superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	223542	112	175	0.00195939	39.849	COG0466	Lon	NC	cl33893
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	223542	112	175	0.00195939	39.849	cl33893	Lon superfamily	NC	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	234763	97	231	0.00325762	38.7005	PRK00440	rfc	C	cl35099
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	234763	97	231	0.00325762	38.7005	cl35099	rfc superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	350796	149	167	0.00332094	38.3692	cd18038	DEXXQc_Helz-like	C	cl28899
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	355775	149	167	0.00332094	38.3692	cl28899	DEAD-like_helicase_N superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	224292	150	217	0.00351536	38.9229	COG1373	COG1373	C	cl26115
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	224292	150	217	0.00351536	38.9229	cl26115	COG1373 superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	224391	149	221	0.00430575	38.4857	COG1474	CDC6	C	cl34277
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	224391	149	221	0.00430575	38.4857	cl34277	CDC6 superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	234619	149	219	0.00590581	38.1881	PRK00080	ruvB	C	cl35059
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	234619	149	219	0.00590581	38.1881	cl35059	ruvB superfamily	C	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	310239	149	214	0.00744057	37.4673	pfam05496	RuvB_N	NC	cl37732
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	superfamily	310239	149	214	0.00744057	37.4673	cl37732	RuvB_N superfamily	NC	 - 
Q#1 - >tr|Q9HJ01|Q9HJ01_THEAC VAT-2 protein OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=Ta1175 PE=4 SV=1	non-specific	223666	150	223	0.00843535	37.6497	COG0593	DnaA	NC	cl33966
