#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-908EB36647D4949-FEDA17D8FC49BE1
#datatype	hitsStandard Results
#status	0
#Start time	2020-03-13T13:07:40	Run time	0:00:01:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	specific	223540	1	359	3.76833e-79	250.511	COG0464	SpoVK	N	cl33891
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	superfamily	223540	1	359	3.76833e-79	250.511	cl33891	SpoVK superfamily	N	 - 
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	non-specific	179699	84	344	3.02292e-57	190.814	PRK03992	PRK03992	N	cl32052
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	superfamily	179699	84	344	3.02292e-57	190.814	cl32052	PRK03992 superfamily	N	 - 
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	non-specific	273521	82	362	4.28796e-56	194.74	TIGR01243	CDC48	N	cl36852
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	superfamily	273521	82	362	4.28796e-56	194.74	cl36852	CDC48 superfamily	N	 - 
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	specific	333757	124	252	1.87702e-50	164.682	pfam00004	AAA	 - 	cl29659
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	superfamily	356535	124	252	1.87702e-50	164.682	cl29659	AAA superfamily	 - 	 - 
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	specific	99707	96	252	3.86445e-22	91.0535	cd00009	AAA	 - 	cl21455
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	superfamily	354812	96	252	3.86445e-22	91.0535	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	specific	214640	120	254	1.10406e-15	73.1765	smart00382	AAA	 - 	cl30760
Q#3 - >tr|O59026|O59026_PYRHO AAA domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1278 PE=4 SV=1	superfamily	357636	120	254	1.10406e-15	73.1765	cl30760	AAA superfamily	 - 	 - 
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	specific	223540	90	363	1.42166e-64	212.761	COG0464	SpoVK	N	cl33891
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	superfamily	223540	90	363	1.42166e-64	212.761	cl33891	SpoVK superfamily	N	 - 
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	non-specific	273521	85	366	2.144e-51	182.029	TIGR01243	CDC48	N	cl36852
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	superfamily	273521	85	366	2.144e-51	182.029	cl36852	CDC48 superfamily	N	 - 
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	non-specific	179699	84	303	2.33783e-50	172.709	PRK03992	PRK03992	N	cl32052
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	superfamily	179699	84	303	2.33783e-50	172.709	cl32052	PRK03992 superfamily	N	 - 
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	specific	333757	126	256	4.81999e-48	158.519	pfam00004	AAA	 - 	cl29659
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	superfamily	356535	126	256	4.81999e-48	158.519	cl29659	AAA superfamily	 - 	 - 
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	specific	99707	119	256	1.94649e-21	89.1275	cd00009	AAA	 - 	cl21455
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	superfamily	354812	119	256	1.94649e-21	89.1275	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	specific	214640	122	258	3.49779e-14	68.9393	smart00382	AAA	 - 	cl30760
Q#4 - >tr|Q5JE76|Q5JE76_THEKO ATPase, AAA superfamily OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=TK1139 PE=3 SV=1	superfamily	357636	122	258	3.49779e-14	68.9393	cl30760	AAA superfamily	 - 	 - 
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	specific	223540	6	377	5.94581e-64	211.991	COG0464	SpoVK	N	cl33891
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	superfamily	223540	6	377	5.94581e-64	211.991	cl33891	SpoVK superfamily	N	 - 
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	non-specific	179699	85	370	7.5442e-57	190.429	PRK03992	PRK03992	N	cl32052
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	superfamily	179699	85	370	7.5442e-57	190.429	cl32052	PRK03992 superfamily	N	 - 
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	non-specific	273521	94	380	1.28647e-55	194.355	TIGR01243	CDC48	N	cl36852
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	superfamily	273521	94	380	1.28647e-55	194.355	cl36852	CDC48 superfamily	N	 - 
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	specific	333757	138	267	2.75389e-48	159.675	pfam00004	AAA	 - 	cl29659
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	superfamily	356535	138	267	2.75389e-48	159.675	cl29659	AAA superfamily	 - 	 - 
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	specific	99707	119	267	4.31818e-22	91.0535	cd00009	AAA	 - 	cl21455
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	superfamily	354812	119	267	4.31818e-22	91.0535	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	specific	214640	134	269	2.06956e-12	63.9317	smart00382	AAA	 - 	cl30760
Q#5 - >tr|C5A5F6|C5A5F6_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0966 PE=3 SV=1	superfamily	357636	134	269	2.06956e-12	63.9317	cl30760	AAA superfamily	 - 	 - 
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	specific	223540	111	396	4.86268e-71	230.866	COG0464	SpoVK	N	cl33891
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	superfamily	223540	111	396	4.86268e-71	230.866	cl33891	SpoVK superfamily	N	 - 
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	non-specific	273521	111	399	4.95808e-65	220.549	TIGR01243	CDC48	N	cl36852
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	superfamily	273521	111	399	4.95808e-65	220.549	cl36852	CDC48 superfamily	N	 - 
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	non-specific	179699	113	389	1.50748e-64	210.844	PRK03992	PRK03992	N	cl32052
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	superfamily	179699	113	389	1.50748e-64	210.844	cl32052	PRK03992 superfamily	N	 - 
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	specific	333757	155	286	2.27904e-51	168.149	pfam00004	AAA	 - 	cl29659
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	superfamily	356535	155	286	2.27904e-51	168.149	cl29659	AAA superfamily	 - 	 - 
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	specific	99707	139	286	2.44849e-21	89.5127	cd00009	AAA	 - 	cl21455
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	superfamily	354812	139	286	2.44849e-21	89.5127	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	specific	214640	151	288	4.27741e-15	72.0209	smart00382	AAA	 - 	cl30760
Q#6 - >tr|C5A5G2|C5A5G2_THEGJ ATPase of the AAA family OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=TGAM_0972 PE=3 SV=1	superfamily	357636	151	288	4.27741e-15	72.0209	cl30760	AAA superfamily	 - 	 - 
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	specific	223540	8	390	1.64374e-71	232.021	COG0464	SpoVK	N	cl33891
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	superfamily	223540	8	390	1.64374e-71	232.021	cl33891	SpoVK superfamily	N	 - 
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	non-specific	179699	101	383	1.37241e-66	215.852	PRK03992	PRK03992	N	cl32052
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	superfamily	179699	101	383	1.37241e-66	215.852	cl32052	PRK03992 superfamily	N	 - 
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	non-specific	273521	107	393	3.22763e-66	223.245	TIGR01243	CDC48	N	cl36852
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	superfamily	273521	107	393	3.22763e-66	223.245	cl36852	CDC48 superfamily	N	 - 
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	specific	333757	149	280	7.33768e-51	166.608	pfam00004	AAA	 - 	cl29659
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	superfamily	356535	149	280	7.33768e-51	166.608	cl29659	AAA superfamily	 - 	 - 
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	specific	99707	133	280	1.06511e-21	90.2831	cd00009	AAA	 - 	cl21455
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	superfamily	354812	133	280	1.06511e-21	90.2831	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	specific	214640	145	282	9.17094e-15	70.8653	smart00382	AAA	 - 	cl30760
Q#7 - >tr|A0A0S1XCS9|A0A0S1XCS9_9EURY ATPase of the AAA family protein OS=Thermococcus barophilus OX=55802 GN=TBCH5v1_1623 PE=3 SV=1	superfamily	357636	145	282	9.17094e-15	70.8653	cl30760	AAA superfamily	 - 	 - 
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	specific	223540	10	376	5.16216e-64	211.991	COG0464	SpoVK	N	cl33891
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	superfamily	223540	10	376	5.16216e-64	211.991	cl33891	SpoVK superfamily	N	 - 
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	non-specific	179699	84	373	2.47567e-58	194.281	PRK03992	PRK03992	N	cl32052
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	superfamily	179699	84	373	2.47567e-58	194.281	cl32052	PRK03992 superfamily	N	 - 
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	non-specific	273521	93	379	6.94382e-55	192.044	TIGR01243	CDC48	N	cl36852
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	superfamily	273521	93	379	6.94382e-55	192.044	cl36852	CDC48 superfamily	N	 - 
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	specific	333757	137	266	6.92267e-48	158.519	pfam00004	AAA	 - 	cl29659
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	superfamily	356535	137	266	6.92267e-48	158.519	cl29659	AAA superfamily	 - 	 - 
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	specific	99707	121	266	6.3312e-22	90.6683	cd00009	AAA	 - 	cl21455
